,0,1,2,3,4,5,RNA_rpkms,degree,TAD Volume,loop nums
17,chr1,15790000,16070000,5,0.0401372291978991,1.14523556377371,1.6145266331122456,middle,0.0401372291978991,5
30,chr1,23770000,24640000,22,0.27950079504283504,0.9858756408527769,3.080009498716338,middle,0.27950079504283504,22
36,chr1,26790000,26890000,2,0.0093883272874984,1.3230600338393899,4.455212128930072,middle,0.0093883272874984,2
38,chr1,28240000,29230000,14,0.27121774783673497,0.84198434714836,3.022752480419319,middle,0.27121774783673497,14
48,chr1,36090000,36440000,14,0.0614339774576965,1.35548925608444,3.6835467505561597,middle,0.0614339774576965,14
59,chr1,44730000,45010000,6,0.0506085790788406,1.12192044458563,4.371540277048888,middle,0.0506085790788406,6
61,chr1,45300000,46020000,26,0.159756855840231,1.2328665840202901,4.668798416235346,middle,0.159756855840231,26
79,chr1,59770000,59960000,2,0.0387181816487281,0.8430272500745369,1.9369676601880734,middle,0.0387181816487281,2
111,chr1,89800000,90000000,2,0.0219026817472001,1.03366954354934,2.840429662913721,middle,0.0219026817472001,2
135,chr1,112390000,112710000,4,0.0503000037268353,0.989053281593543,2.5830376237966646,middle,0.0503000037268353,4
136,chr1,112710000,113070000,5,0.0510970841097589,1.06660124673164,0.33313745630766556,middle,0.0510970841097589,5
145,chr1,117970000,119680000,22,0.42784915027987397,0.840470482295099,-0.23851832135036533,middle,0.42784915027987397,22
150,chr1,147510000,147640000,3,0.0119760457550543,1.38666409161893,2.1825334016472167,middle,0.0119760457550543,3
153,chr1,150240000,152050000,107,0.751284170409598,1.1741541042364498,2.9945298784548062,middle,0.751284170409598,107
157,chr1,154950000,156080000,32,0.391812446706141,0.998926102076473,2.7988299057651127,middle,0.391812446706141,32
166,chr1,160030000,160430000,13,0.0978621856202277,1.1600249999788899,3.472525998169888,middle,0.0978621856202277,13
167,chr1,160430000,161750000,40,0.553102225375839,0.9658317973016479,6.345741429786991,middle,0.553102225375839,40
179,chr1,171480000,172000000,7,0.106254146183687,0.9291889557399179,2.70570939486179,middle,0.106254146183687,7
225,chr1,204410000,204510000,2,0.0104983660342975,1.28900522507439,0.5665716406267606,middle,0.0104983660342975,2
